age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
31,blue-collar,married,basic.9y,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,technician,single,university.degree,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
32,unemployed,single,university.degree,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
43,housemaid,married,basic.4y,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46,admin.,married,high.school,yes,no,cellular,apr,mon,5,999,4,failure,-1.8,93.749,-34.6,0.645,5008.7
50,blue-collar,married,professional.course,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
32,services,divorced,high.school,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,admin.,single,basic.9y,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
46,blue-collar,married,basic.9y,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,services,single,basic.9y,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
44,admin.,single,basic.9y,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
32,technician,married,basic.9y,no,no,cellular,sep,wed,1,6,5,success,-1.1,94.199,-37.5,0.879,4963.6
28,admin.,single,university.degree,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2
44,blue-collar,divorced,basic.4y,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,student,single,high.school,yes,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
48,admin.,single,university.degree,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
34,technician,married,university.degree,no,no,telephone,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
45,admin.,married,high.school,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
45,admin.,divorced,university.degree,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
43,management,single,high.school,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
48,technician,married,professional.course,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
44,technician,married,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
36,admin.,married,high.school,yes,no,cellular,nov,tue,5,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
43,technician,married,professional.course,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
48,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
32,technician,single,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
58,admin.,married,university.degree,no,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
76,retired,married,university.degree,no,yes,cellular,dec,thu,3,4,2,success,-3.0,92.713,-33.0,0.712,5023.5
28,services,married,basic.9y,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
48,technician,married,high.school,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
34,technician,divorced,professional.course,no,no,cellular,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
30,admin.,married,university.degree,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,technician,single,professional.course,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
67,retired,married,basic.4y,yes,no,cellular,nov,thu,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5
49,blue-collar,married,basic.9y,yes,no,telephone,may,fri,27,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
59,admin.,married,high.school,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
40,blue-collar,married,basic.4y,yes,no,cellular,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
58,retired,married,basic.4y,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
18,student,single,basic.4y,yes,no,cellular,jun,tue,1,999,0,nonexistent,-1.7,94.055,-39.8,0.737,4991.6
29,services,married,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
57,admin.,married,university.degree,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,blue-collar,married,basic.4y,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
29,blue-collar,single,high.school,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
31,entrepreneur,married,university.degree,yes,no,telephone,oct,thu,4,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5
33,blue-collar,married,basic.4y,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
24,admin.,single,high.school,yes,yes,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
60,entrepreneur,married,basic.4y,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
38,blue-collar,single,basic.4y,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
44,admin.,married,high.school,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
81,retired,divorced,basic.4y,yes,no,cellular,oct,thu,2,3,2,success,-1.1,94.601,-49.5,0.987,4963.6
44,blue-collar,married,basic.4y,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
33,admin.,single,high.school,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
34,blue-collar,married,basic.4y,no,no,telephone,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1
31,admin.,married,high.school,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
31,blue-collar,single,professional.course,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
30,admin.,single,university.degree,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
35,admin.,single,university.degree,yes,no,cellular,jun,wed,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
36,management,divorced,university.degree,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
30,technician,single,professional.course,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
26,technician,single,professional.course,yes,no,cellular,jun,tue,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2
58,retired,married,university.degree,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
35,admin.,married,university.degree,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
30,admin.,married,university.degree,no,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
42,blue-collar,married,basic.4y,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,self-employed,married,university.degree,yes,no,telephone,sep,mon,2,999,0,nonexistent,-3.4,92.379,-29.8,0.771,5017.5
58,blue-collar,married,basic.9y,no,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
49,admin.,single,university.degree,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
34,admin.,married,university.degree,no,yes,cellular,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
68,retired,married,professional.course,no,yes,cellular,may,thu,1,999,1,failure,-1.8,93.876,-40.0,0.692,5008.7
31,services,married,basic.6y,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
29,admin.,single,high.school,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
40,technician,divorced,professional.course,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
59,retired,divorced,university.degree,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
34,services,single,high.school,yes,no,telephone,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
29,services,single,high.school,yes,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50,technician,married,university.degree,yes,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
24,services,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
51,blue-collar,married,basic.9y,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
45,blue-collar,single,high.school,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1
34,entrepreneur,single,professional.course,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,admin.,single,university.degree,yes,yes,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
32,admin.,married,university.degree,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
53,services,married,high.school,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
75,retired,married,basic.4y,no,no,telephone,aug,tue,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6
39,admin.,married,university.degree,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
36,entrepreneur,married,university.degree,yes,yes,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
22,blue-collar,single,basic.9y,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
48,admin.,divorced,high.school,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
44,management,married,basic.9y,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
27,blue-collar,single,basic.9y,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
31,student,single,high.school,yes,no,telephone,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
36,admin.,single,high.school,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
43,blue-collar,married,basic.9y,no,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
31,admin.,single,university.degree,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
56,admin.,single,university.degree,no,no,cellular,mar,wed,1,5,1,success,-1.8,93.369,-34.8,0.634,5008.7
23,student,single,high.school,no,no,telephone,nov,mon,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5
35,management,single,university.degree,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,housemaid,married,high.school,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
37,blue-collar,married,high.school,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,blue-collar,married,basic.9y,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,admin.,single,university.degree,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
60,blue-collar,married,basic.4y,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
47,admin.,married,professional.course,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
33,management,single,university.degree,yes,yes,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1
35,admin.,single,university.degree,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
36,technician,single,professional.course,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
35,blue-collar,divorced,basic.9y,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
53,technician,married,basic.9y,no,no,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
47,technician,married,professional.course,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
44,blue-collar,single,high.school,no,no,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38,admin.,married,university.degree,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,technician,married,university.degree,yes,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
37,housemaid,married,high.school,no,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
44,entrepreneur,divorced,university.degree,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
25,admin.,married,university.degree,yes,no,cellular,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
57,retired,married,basic.9y,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
49,technician,divorced,professional.course,no,no,cellular,oct,thu,1,999,2,failure,-3.4,92.431,-26.9,0.754,5017.5
35,admin.,single,high.school,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
44,admin.,married,high.school,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2
59,blue-collar,married,basic.4y,no,no,cellular,mar,tue,3,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1
34,technician,divorced,professional.course,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
30,housemaid,married,high.school,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
45,blue-collar,married,high.school,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,technician,married,professional.course,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
31,blue-collar,single,basic.9y,no,no,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
31,unemployed,married,university.degree,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
31,technician,single,professional.course,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
45,housemaid,married,professional.course,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
37,blue-collar,married,basic.4y,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
42,blue-collar,married,basic.4y,no,yes,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
35,admin.,married,university.degree,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
35,blue-collar,single,high.school,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
30,technician,single,university.degree,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,self-employed,married,university.degree,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
37,admin.,married,high.school,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
37,technician,single,professional.course,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
19,student,single,basic.6y,yes,yes,cellular,sep,thu,5,13,1,success,-1.1,94.199,-37.5,0.879,4963.6
35,entrepreneur,single,university.degree,yes,no,cellular,jul,wed,1,999,2,failure,-1.7,94.215,-40.3,0.802,4991.6
41,technician,married,professional.course,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
42,admin.,married,university.degree,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
35,management,married,university.degree,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
57,admin.,married,university.degree,yes,no,telephone,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
43,blue-collar,married,basic.9y,no,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1
39,unemployed,married,professional.course,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
36,technician,single,high.school,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
32,technician,married,university.degree,no,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
32,blue-collar,married,basic.9y,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
29,blue-collar,single,basic.4y,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
34,self-employed,married,basic.9y,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
23,management,single,university.degree,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1
52,technician,married,professional.course,no,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1
30,technician,single,professional.course,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
36,entrepreneur,married,university.degree,yes,no,cellular,jul,thu,13,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
49,admin.,divorced,high.school,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
44,admin.,married,high.school,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,admin.,divorced,university.degree,yes,no,telephone,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
50,management,single,university.degree,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
27,admin.,single,university.degree,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
35,technician,divorced,professional.course,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50,blue-collar,married,basic.4y,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
34,technician,married,high.school,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
55,blue-collar,married,basic.4y,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
54,retired,married,high.school,yes,yes,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1
34,technician,single,university.degree,no,yes,telephone,sep,fri,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
42,technician,married,professional.course,yes,yes,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
60,technician,divorced,professional.course,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
47,blue-collar,married,high.school,yes,no,cellular,jul,tue,18,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
25,admin.,married,university.degree,yes,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2
34,admin.,married,high.school,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
23,technician,single,professional.course,yes,no,telephone,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6
27,blue-collar,single,basic.9y,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
57,retired,married,university.degree,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
26,student,single,basic.9y,no,no,telephone,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2
36,admin.,single,university.degree,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
59,retired,married,basic.4y,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
37,services,married,high.school,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
38,blue-collar,single,high.school,no,no,cellular,mar,wed,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7
52,blue-collar,married,basic.4y,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,technician,single,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
28,admin.,single,university.degree,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
34,technician,single,high.school,no,no,telephone,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
57,management,married,university.degree,yes,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
25,technician,single,university.degree,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,technician,single,university.degree,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38,admin.,married,university.degree,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
30,blue-collar,single,high.school,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
49,admin.,married,basic.9y,no,no,telephone,jun,mon,15,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
36,blue-collar,single,basic.6y,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
24,self-employed,single,professional.course,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
25,student,single,high.school,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
44,technician,single,professional.course,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
48,admin.,married,university.degree,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
30,unemployed,single,university.degree,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
29,blue-collar,divorced,high.school,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
50,admin.,married,university.degree,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
50,services,single,high.school,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
33,services,married,high.school,yes,no,telephone,jul,tue,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
48,self-employed,married,basic.9y,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
35,admin.,married,high.school,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
30,admin.,single,high.school,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
31,admin.,single,university.degree,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39,admin.,married,high.school,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
27,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
46,blue-collar,single,basic.4y,no,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
81,retired,married,professional.course,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
31,technician,single,high.school,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
29,admin.,single,university.degree,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
48,blue-collar,married,professional.course,yes,yes,telephone,jun,fri,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
35,entrepreneur,married,high.school,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
33,blue-collar,married,basic.9y,no,no,cellular,aug,fri,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2
40,admin.,divorced,professional.course,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
41,technician,married,professional.course,yes,no,telephone,jun,mon,11,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
41,services,married,high.school,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,admin.,married,university.degree,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,technician,divorced,professional.course,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
53,technician,married,professional.course,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
39,services,married,high.school,no,no,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46,technician,married,basic.6y,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
29,housemaid,single,high.school,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
56,technician,divorced,basic.6y,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
56,retired,married,basic.6y,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
37,admin.,single,university.degree,yes,no,telephone,oct,fri,3,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5
29,admin.,single,university.degree,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
29,technician,single,university.degree,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
29,technician,married,university.degree,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7
